# per-record wraparound-mask validation, bin/mask_wrap.py
# integral_* are sum(f)*dx*dy; asym = 1 - z_m/z_i with z_m = 30.0 m
# removed_* are fractions of sum|f| over the UNMASKED raster
run_id	split	wdir_deg	zi_m	asym	integral_raw	integral_masked	err_raw	err_masked	removed_abs	removed_near	removed_far	negfrac_raw	negfrac_masked	array_share
case_2021010121	train	7.1	662	0.9547	1.0242	0.9727	+0.0696	+0.0180	0.17492	0.00411	0.17081	0.08189	0.01876	0.30764
case_2021010317	train	240.8	802	0.9626	0.8483	0.7895	-0.1143	-0.1731	0.09542	0.00000	0.09542	0.02964	0.01608	0.00201
case_2021010418	train	227.1	802	0.9626	1.6379	1.6160	+0.6753	+0.6535	0.05270	0.00000	0.05270	0.03415	0.01479	0.00780
case_2021010620	train	180.8	700	0.9571	1.1718	1.1470	+0.2147	+0.1898	0.13139	0.00103	0.13036	0.07769	0.02412	0.00335
case_2021010721	train	6.8	781	0.9616	0.9521	0.8596	-0.0095	-0.1019	0.17293	0.00170	0.17123	0.05673	0.01609	0.23055
case_2021010819	train	353.8	1037	0.9711	1.0466	0.9863	+0.0755	+0.0152	0.11307	0.00008	0.11300	0.04366	0.01512	0.36404
case_2021010915	train	36.5	739	0.9594	0.6997	0.7175	-0.2597	-0.2419	0.05258	0.00000	0.05258	0.17518	0.14843	0.00299
case_2021011021	train	263.2	719	0.9583	0.8397	0.7813	-0.1186	-0.1770	0.14464	0.00355	0.14109	0.04775	0.00801	-0.00175
case_2021011109	train	233.9	681	0.9559	1.1131	1.0462	+0.1572	+0.0903	0.09537	0.00000	0.09537	0.03308	0.01489	0.00062
case_2021011519	train	81.1	891	0.9663	1.0290	0.9832	+0.0627	+0.0169	0.12844	0.00050	0.12794	0.08113	0.04078	-0.00036
case_2021011617	train	325.4	405	0.9260	0.9790	0.9155	+0.0530	-0.0105	0.10915	0.00000	0.10915	0.04165	0.01885	0.05477
case_2021011716	train	343.1	405	0.9260	1.0792	1.0046	+0.1532	+0.0786	0.10221	0.00000	0.10221	0.02365	0.00611	0.24622
case_2021011820	train	265.2	739	0.9594	1.0886	0.9886	+0.1292	+0.0292	0.15414	0.00404	0.15010	0.03720	0.00314	-0.00010
case_2021011903	train	270.5	719	0.9583	0.7781	0.7689	-0.1802	-0.1894	0.16867	0.00757	0.16110	0.09039	0.01308	-0.00007
case_2021012020	train	167.5	247	0.8786	0.8758	0.8453	-0.0028	-0.0333	0.16940	0.00002	0.16938	0.08919	0.02261	0.00061
case_2021012220	train	288.1	781	0.9616	1.1564	1.0719	+0.1948	+0.1103	0.10024	0.00000	0.10024	0.02405	0.00968	0.01127
case_2021012319	train	197.9	719	0.9583	0.7440	0.7128	-0.2143	-0.2455	0.10692	0.00000	0.10692	0.04602	0.01296	0.01411
case_2021012418	train	281.3	1063	0.9718	0.8589	0.7896	-0.1129	-0.1822	0.14136	0.00000	0.14136	0.03815	0.00548	0.00014
case_2021012517	train	50.9	760	0.9605	1.2479	1.2285	+0.2874	+0.2680	0.03776	0.00000	0.03776	0.05450	0.04419	0.02437
case_2021012620	train	344.9	781	0.9616	1.0176	0.9259	+0.0561	-0.0357	0.14261	0.00003	0.14259	0.04427	0.01639	0.23930
case_2021012720	train	308.9	781	0.9616	1.2308	1.1633	+0.2692	+0.2017	0.08577	0.00000	0.08577	0.03454	0.01878	0.01524
case_2021012820	train	305.4	802	0.9626	1.3907	1.3089	+0.4281	+0.3463	0.09167	0.00000	0.09167	0.03460	0.01779	0.02836
case_2021012918	train	148.0	760	0.9605	0.5661	0.5556	-0.3944	-0.4049	0.15333	0.00000	0.15333	0.12033	0.05990	0.00276
case_2021013016	train	107.4	739	0.9594	0.7916	0.7412	-0.1678	-0.2182	0.12215	0.00000	0.12215	0.05080	0.02087	0.00000
case_2021013116	train	23.5	845	0.9645	0.9563	0.8957	-0.0082	-0.0688	0.10657	0.00000	0.10657	0.04355	0.02147	0.05339
case_2021020119	train	320.5	781	0.9616	1.2046	1.1444	+0.2430	+0.1828	0.07602	0.00000	0.07602	0.05243	0.03983	0.03308
case_2021020219	train	341.9	1037	0.9711	0.9386	0.8409	-0.0325	-0.1302	0.14199	0.00000	0.14199	0.03400	0.01341	0.15361
case_2021020419	train	135.1	739	0.9594	0.8736	0.8139	-0.0859	-0.1455	0.10653	0.00000	0.10653	0.03498	0.01507	0.00000
case_2021020518	train	237.0	292	0.8973	0.9394	0.8928	+0.0422	-0.0044	0.09369	0.00000	0.09369	0.04554	0.02344	0.00128
case_2021020622	train	256.8	868	0.9654	0.9872	0.9404	+0.0218	-0.0250	0.12671	0.00000	0.12671	0.05454	0.01412	0.00046
case_2021020720	train	266.2	719	0.9583	0.9369	0.8973	-0.0214	-0.0610	0.10941	0.00316	0.10626	0.03990	0.00523	0.00138
case_2021020822	train	240.5	392	0.9234	1.2464	1.2023	+0.3229	+0.2789	0.07677	0.00000	0.07677	0.05174	0.03164	0.00133
case_2021020922	train	271.6	448	0.9330	0.9402	0.8483	+0.0072	-0.0847	0.16211	0.00791	0.15420	0.03938	0.00398	0.00309
case_2021021021	train	314.4	739	0.9594	1.2846	1.2617	+0.3251	+0.3022	0.05818	0.00000	0.05818	0.04707	0.02766	0.02356
case_2021021120	train	328.2	760	0.9605	2.0160	1.9758	+1.0555	+1.0152	0.06450	0.00000	0.06450	0.05121	0.02985	0.24044
case_2021021217	train	299.4	719	0.9583	1.0220	0.9996	+0.0637	+0.0413	0.08544	0.00000	0.08544	0.05302	0.02197	0.01352
case_2021021319	train	278.6	739	0.9594	0.8299	0.7787	-0.1295	-0.1808	0.14028	0.00148	0.13880	0.06756	0.02804	0.00480
case_2021021418	train	306.7	802	0.9626	1.1878	1.1361	+0.2252	+0.1736	0.08382	0.00000	0.08382	0.03994	0.01967	0.02975
case_2021021519	train	30.4	781	0.9616	1.1600	1.1499	+0.1985	+0.1883	0.06710	0.00000	0.06710	0.06046	0.03297	0.20457
case_2021021617	train	357.0	760	0.9605	1.0858	1.0172	+0.1253	+0.0567	0.12783	0.00241	0.12542	0.04338	0.00950	0.40278
case_2021021721	train	149.8	739	0.9594	1.8132	1.8337	+0.8538	+0.8743	0.10186	0.00000	0.10186	0.08822	0.03633	0.02292
case_2021021820	train	180.7	590	0.9492	0.7363	0.6624	-0.2128	-0.2867	0.15272	0.00710	0.14562	0.03688	0.00827	0.00169
case_2021021922	train	256.5	962	0.9688	1.0578	0.9646	+0.0890	-0.0042	0.13942	0.00000	0.13942	0.03266	0.00476	0.00098
case_2021022020	train	211.1	781	0.9616	0.8587	0.8087	-0.1028	-0.1529	0.08227	0.00000	0.08227	0.04662	0.03477	0.00987
case_2021022119	train	131.9	781	0.9616	0.7543	0.7441	-0.2072	-0.2174	0.07936	0.00000	0.07936	0.07844	0.04829	0.00113
case_2021022216	train	235.0	681	0.9559	1.5125	1.4299	+0.5566	+0.4740	0.06801	0.00000	0.06801	0.01018	0.00314	0.00159
case_2021022516	train	268.6	226	0.8671	0.9705	0.8841	+0.1034	+0.0170	0.12133	0.00395	0.11738	0.01988	0.00218	0.00047
case_2021022619	train	136.3	781	0.9616	0.7789	0.7462	-0.1827	-0.2153	0.07901	0.00000	0.07901	0.09154	0.07510	0.00097
case_2021030105	train	271.9	215	0.8607	0.7915	0.7162	-0.0692	-0.1445	0.20796	0.00707	0.20089	0.07340	0.01262	0.00353
case_2021030217	train	191.0	781	0.9616	1.0030	0.9211	+0.0415	-0.0405	0.14917	0.00016	0.14900	0.05966	0.02474	0.01470
case_2021030317	train	304.6	781	0.9616	1.2291	1.1722	+0.2675	+0.2106	0.10176	0.00000	0.10176	0.06650	0.03973	0.01399
case_2021030414	train	346.9	719	0.9583	1.6372	1.4793	+0.6789	+0.5210	0.12052	0.00038	0.12014	0.02268	0.00960	0.34556
case_2021030521	train	291.1	937	0.9680	1.0755	1.0058	+0.1075	+0.0378	0.11021	0.00000	0.11021	0.03344	0.00961	0.00113
case_2021030619	train	278.5	802	0.9626	1.1413	1.1082	+0.1787	+0.1456	0.08954	0.00082	0.08872	0.03657	0.00577	0.00493
case_2021030721	train	174.0	760	0.9605	1.1946	1.0840	+0.2341	+0.1235	0.14500	0.00068	0.14432	0.05302	0.02563	0.02960
case_2021030820	train	275.3	1089	0.9725	0.7982	0.7358	-0.1742	-0.2367	0.14567	0.00347	0.14220	0.05807	0.02318	0.00327
case_2021030918	train	155.9	823	0.9636	0.9611	0.8763	-0.0024	-0.0872	0.16008	0.00000	0.16008	0.08388	0.04830	0.02346
case_2021031015	train	157.7	823	0.9636	0.9306	0.8425	-0.0330	-0.1211	0.16689	0.00000	0.16689	0.06037	0.02226	0.00047
case_2021031119	train	256.5	1089	0.9725	0.8416	0.7832	-0.1309	-0.1893	0.12535	0.00000	0.12535	0.03819	0.00865	0.00018
case_2021031222	train	278.2	1116	0.9731	0.9968	0.9129	+0.0237	-0.0603	0.12973	0.00117	0.12855	0.02863	0.00397	0.00071
case_2021031419	train	36.6	1259	0.9762	0.9052	0.8787	-0.0710	-0.0975	0.06943	0.00000	0.06943	0.09461	0.07711	0.03024
case_2021031520	train	62.1	556	0.9461	1.4300	1.3306	+0.4839	+0.3845	0.10716	0.00000	0.10716	0.04476	0.02556	0.00007
case_2021031610	train	42.0	681	0.9559	0.7801	0.7915	-0.1758	-0.1645	0.03435	0.00000	0.03435	0.14295	0.12488	0.00126
case_2021031722	train	9.6	802	0.9626	1.1597	1.0806	+0.1972	+0.1180	0.11308	0.00097	0.11211	0.03347	0.00991	0.31757
case_2021031822	train	7.6	556	0.9461	1.2114	1.0734	+0.2653	+0.1274	0.15288	0.00234	0.15054	0.02809	0.00636	0.25772
case_2021031920	train	94.8	1011	0.9703	1.0774	1.0582	+0.1071	+0.0879	0.06242	0.00203	0.06039	0.03294	0.01072	0.00335
case_2021032020	train	177.2	1037	0.9711	0.9063	0.8567	-0.0648	-0.1144	0.10800	0.00091	0.10710	0.05960	0.03328	0.01603
case_2021032122	train	162.4	1144	0.9738	0.6379	0.6039	-0.3358	-0.3698	0.22819	0.00000	0.22819	0.13122	0.04766	0.00164
case_2021032216	train	202.9	802	0.9626	0.6375	0.6237	-0.3251	-0.3389	0.08990	0.00000	0.08990	0.06680	0.03433	0.04220
case_2021032318	train	125.2	760	0.9605	0.7927	0.7472	-0.1678	-0.2133	0.08796	0.00000	0.08796	0.06672	0.05216	0.00216
case_2021032415	train	160.1	802	0.9626	0.7785	0.7033	-0.1840	-0.2593	0.15476	0.00000	0.15476	0.05012	0.01921	0.00039
case_2021032518	train	338.2	868	0.9654	1.7946	1.7110	+0.8291	+0.7456	0.08226	0.00000	0.08226	0.03606	0.01802	0.38651
case_2021032619	train	253.5	1011	0.9703	0.8258	0.7666	-0.1446	-0.2037	0.13604	0.00000	0.13604	0.05395	0.02070	0.00139
case_2021032715	train	124.3	643	0.9534	0.3510	0.3482	-0.6023	-0.6052	0.11305	0.00000	0.11305	0.16548	0.12587	0.00033
case_2021032808	train	275.7	462	0.9351	0.8540	0.7645	-0.0811	-0.1706	0.16813	0.00294	0.16519	0.04785	0.01343	-0.00056
case_2021032917	train	157.5	681	0.9559	1.1181	1.0008	+0.1622	+0.0449	0.17097	0.00000	0.17097	0.07683	0.04311	0.00968
case_2021033020	train	225.7	1172	0.9744	1.5231	1.4771	+0.5487	+0.5027	0.06454	0.00000	0.06454	0.04832	0.03174	0.01356
case_2021033115	train	290.7	1351	0.9778	1.1595	1.0856	+0.1817	+0.1078	0.11958	0.00000	0.11958	0.05386	0.02557	0.00264
case_2021040115	train	333.4	1320	0.9773	1.2966	1.1904	+0.3193	+0.2132	0.11097	0.00000	0.11097	0.04301	0.02805	0.20726
case_2021040220	train	195.0	1116	0.9731	0.9320	0.9302	-0.0412	-0.0429	0.09477	0.00017	0.09459	0.07080	0.02676	0.06205
case_2021040318	train	249.5	1089	0.9725	0.9796	0.9002	+0.0071	-0.0723	0.10066	0.00000	0.10066	0.02092	0.01046	0.01403
case_2021040421	train	190.4	1063	0.9718	0.7296	0.6986	-0.2422	-0.2731	0.13364	0.00194	0.13170	0.08051	0.03636	0.01601
case_2021040518	train	175.5	760	0.9605	1.1206	1.0710	+0.1601	+0.1105	0.12063	0.00125	0.11938	0.05034	0.01130	0.03900
case_2021040723	train	143.0	1037	0.9711	0.6776	0.6527	-0.2935	-0.3183	0.12855	0.00000	0.12855	0.09397	0.05119	0.00042
case_2021040815	train	133.6	845	0.9645	1.0884	1.0680	+0.1239	+0.1035	0.06007	0.00000	0.06007	0.04230	0.02220	0.01617
case_2021040901	train	140.0	781	0.9616	0.8182	0.7871	-0.1434	-0.1744	0.08599	0.00000	0.08599	0.05478	0.03139	0.00006
case_2021041015	train	50.9	823	0.9636	0.9728	0.9669	+0.0093	+0.0033	0.02680	0.00000	0.02680	0.10234	0.09390	0.00816
case_2021041113	train	340.9	1011	0.9703	0.8995	0.8265	-0.0708	-0.1438	0.13579	0.00000	0.13579	0.04423	0.01542	0.22625
case_2021041217	train	262.5	1351	0.9778	0.9012	0.8297	-0.0766	-0.1481	0.14838	0.00059	0.14779	0.06534	0.03009	0.00289
case_2021041316	train	243.8	868	0.9654	0.7893	0.7362	-0.1761	-0.2293	0.11332	0.00000	0.11332	0.04285	0.01914	0.00097
case_2021041415	train	274.3	914	0.9672	1.1469	1.0378	+0.1797	+0.0706	0.14673	0.00464	0.14209	0.03720	0.00920	0.00201
case_2021041523	train	307.6	1116	0.9731	1.0472	1.0008	+0.0740	+0.0276	0.09050	0.00000	0.09050	0.04747	0.02449	0.00706
case_2021041618	train	339.7	1320	0.9773	1.0868	1.0390	+0.1095	+0.0618	0.09995	0.00024	0.09971	0.04947	0.02142	0.35804
case_2021041911	train	248.9	292	0.8973	1.2252	1.1635	+0.3279	+0.2662	0.11605	0.00000	0.11605	0.04969	0.01623	0.00108
case_2021042215	train	284.1	891	0.9663	1.0071	0.9777	+0.0408	+0.0114	0.10055	0.00007	0.10048	0.05984	0.02495	0.00604
case_2021042517	train	311.6	1172	0.9744	1.1727	1.1418	+0.1983	+0.1674	0.05363	0.00000	0.05363	0.03774	0.02444	0.08685
case_2021042614	train	152.2	823	0.9636	1.4135	1.1945	+0.4500	+0.2309	0.18356	0.00000	0.18356	0.03509	0.01882	0.00959
case_2021042821	train	4.1	681	0.9559	1.0829	1.0760	+0.1269	+0.1201	0.06957	0.00082	0.06875	0.04111	0.00992	0.30632
case_2021043017	train	314.4	1229	0.9756	1.0894	1.0538	+0.1138	+0.0782	0.05464	0.00000	0.05464	0.03662	0.02584	0.02245
case_2021050115	train	180.2	845	0.9645	0.8238	0.7182	-0.1407	-0.2463	0.18270	0.00647	0.17623	0.03593	0.00497	0.00050
case_2021050320	train	227.6	1089	0.9725	1.3824	1.3509	+0.4100	+0.3785	0.04360	0.00000	0.04360	0.02034	0.00990	0.00416
case_2021050410	train	297.9	845	0.9645	0.9244	0.8789	-0.0401	-0.0856	0.09302	0.00000	0.09302	0.04075	0.01859	0.00055
case_2021050615	train	356.4	1011	0.9703	1.1789	1.0789	+0.2085	+0.1086	0.15110	0.00298	0.14812	0.04671	0.01128	0.37443
case_2021050817	train	24.7	1200	0.9750	1.3436	1.3178	+0.3686	+0.3428	0.07504	0.00000	0.07504	0.07334	0.04759	0.23323
case_2021051522	train	203.2	845	0.9645	1.1710	1.0701	+0.2065	+0.1056	0.11894	0.00000	0.11894	0.02752	0.00996	0.00161
case_2021051618	train	191.7	1320	0.9773	1.3686	1.2400	+0.3914	+0.2628	0.14384	0.00048	0.14336	0.03518	0.00811	0.01279
case_2021051822	train	90.8	781	0.9616	1.3282	1.2573	+0.3667	+0.2957	0.11267	0.00377	0.10890	0.06538	0.03636	0.00156
case_2021051912	train	168.6	868	0.9654	0.9005	0.8726	-0.0649	-0.0928	0.17707	0.00000	0.17707	0.11492	0.04658	0.00503
case_2021052016	train	165.8	1063	0.9718	0.9061	0.8148	-0.0657	-0.1570	0.17075	0.00003	0.17072	0.05858	0.02129	0.00252
case_2021052122	train	186.1	823	0.9636	0.7103	0.6498	-0.2533	-0.3138	0.17265	0.00210	0.17055	0.06964	0.02416	0.00101
case_2021052217	train	225.8	1116	0.9731	0.9705	0.9496	-0.0027	-0.0236	0.04417	0.00000	0.04417	0.02917	0.01802	0.00496
case_2021052316	train	271.8	1063	0.9718	0.8319	0.7535	-0.1398	-0.2182	0.13840	0.00997	0.12843	0.03267	0.00872	0.00310
case_2021052407	train	181.8	845	0.9645	1.3297	1.2560	+0.3652	+0.2915	0.12012	0.00227	0.11785	0.03950	0.00565	0.00030
case_2021052521	train	198.8	1089	0.9725	1.0530	0.9505	+0.0805	-0.0219	0.14623	0.00000	0.14623	0.04767	0.02175	0.00915
case_2021052600	train	185.0	868	0.9654	0.7049	0.6294	-0.2605	-0.3360	0.18317	0.00482	0.17835	0.05556	0.01418	-0.00008
case_2021052714	train	69.7	868	0.9654	1.1407	1.1414	+0.1753	+0.1760	0.06375	0.00000	0.06375	0.09988	0.07235	0.01892
case_2021052811	train	23.7	1063	0.9718	1.0517	0.9485	+0.0799	-0.0233	0.12672	0.00000	0.12672	0.02591	0.01040	0.06902
case_2021052917	train	55.6	1320	0.9773	1.0031	0.9873	+0.0258	+0.0100	0.06606	0.00000	0.06606	0.08916	0.06703	0.00743
case_2021053017	train	247.7	1259	0.9762	1.0314	0.9678	+0.0552	-0.0083	0.11706	0.00000	0.11706	0.05596	0.02809	0.00699
case_2021060403	train	302.8	1011	0.9703	1.2323	1.1642	+0.2619	+0.1939	0.09531	0.00000	0.09531	0.04918	0.02921	0.02189
case_2021060722	train	191.8	719	0.9583	0.6746	0.6084	-0.2837	-0.3499	0.15042	0.00000	0.15042	0.04423	0.01622	0.00940
case_2021060800	train	203.1	781	0.9616	0.8415	0.8293	-0.1200	-0.1323	0.10530	0.00000	0.10530	0.05995	0.01531	0.00806
case_2021061200	train	84.6	868	0.9654	1.1042	1.0916	+0.1388	+0.1261	0.05379	0.00005	0.05374	0.05599	0.03614	0.00224
case_2021061720	train	208.2	868	0.9654	1.0170	0.9799	+0.0516	+0.0144	0.07554	0.00000	0.07554	0.03756	0.01805	0.03162
case_2021061815	train	271.8	643	0.9534	1.3026	1.2115	+0.3492	+0.2581	0.10476	0.00294	0.10182	0.03239	0.01420	0.01254
case_2021062022	train	175.6	607	0.9506	1.0536	1.0573	+0.1030	+0.1067	0.14334	0.00137	0.14197	0.14873	0.08853	0.09229
case_2021062103	train	182.9	719	0.9583	1.0253	0.9681	+0.0670	+0.0098	0.13650	0.00202	0.13448	0.04380	0.00120	0.00102
case_2021062316	train	199.5	914	0.9672	1.0853	0.9714	+0.1181	+0.0042	0.15124	0.00000	0.15124	0.05156	0.02711	0.01519
case_2021062421	train	204.8	845	0.9645	1.2144	1.1446	+0.2499	+0.1801	0.11524	0.00000	0.11524	0.06379	0.03531	0.02050
case_2021070321	train	281.3	1063	0.9718	0.8906	0.8102	-0.0812	-0.1615	0.14172	0.00002	0.14170	0.03923	0.01157	0.00267
case_2021070418	train	235.7	1089	0.9725	1.2871	1.2228	+0.3146	+0.2504	0.06980	0.00000	0.06980	0.02620	0.01607	0.00827
case_2021070721	train	232.8	1063	0.9718	1.0284	0.9850	+0.0566	+0.0132	0.07775	0.00000	0.07775	0.03594	0.01806	0.00259
case_2021070806	train	17.2	700	0.9571	1.4472	1.3903	+0.4900	+0.4332	0.08913	0.00000	0.08913	0.03398	0.00848	0.20522
case_2021070900	train	318.9	845	0.9645	1.3960	1.3197	+0.4315	+0.3552	0.07115	0.00000	0.07115	0.01919	0.01066	0.02760
case_2021071022	train	66.0	914	0.9672	1.0199	0.9765	+0.0528	+0.0094	0.09453	0.00000	0.09453	0.08448	0.06062	0.00114
case_2021071118	train	35.0	1144	0.9738	1.4897	1.4237	+0.5160	+0.4499	0.05974	0.00000	0.05974	0.02462	0.01682	0.03447
case_2021071221	train	70.9	914	0.9672	1.3227	1.2433	+0.3555	+0.2761	0.09579	0.00000	0.09579	0.05126	0.03351	0.00114
case_2021071315	train	313.4	643	0.9534	1.3286	1.3525	+0.3752	+0.3991	0.05430	0.00000	0.05430	0.09496	0.06400	0.11457
case_2021071421	train	190.1	643	0.9534	0.7609	0.7050	-0.1924	-0.2484	0.12566	0.00001	0.12565	0.06821	0.04247	0.04471
case_2021071513	train	305.9	1289	0.9767	0.9259	0.8700	-0.0508	-0.1068	0.11573	0.00000	0.11573	0.04252	0.01391	0.01272
case_2021071617	train	42.2	1116	0.9731	1.2549	1.2125	+0.2817	+0.2394	0.05153	0.00000	0.05153	0.03567	0.02698	0.00374
case_2021072017	train	292.7	845	0.9645	1.0497	0.9796	+0.0852	+0.0151	0.09544	0.00000	0.09544	0.03997	0.02540	0.01247
case_2021072109	train	76.6	802	0.9626	1.2553	1.1882	+0.2927	+0.2257	0.07204	0.00000	0.07204	0.02940	0.01994	0.00000
case_2021072220	train	237.7	1089	0.9725	1.3221	1.2560	+0.3497	+0.2835	0.08194	0.00000	0.08194	0.04961	0.03397	0.00991
case_2021072416	train	244.4	1037	0.9711	0.9964	0.9354	+0.0253	-0.0357	0.11769	0.00000	0.11769	0.06570	0.03791	0.00473
case_2021072714	train	224.3	662	0.9547	1.0846	1.0624	+0.1300	+0.1078	0.05554	0.00000	0.05554	0.04185	0.02484	0.01191
case_2021072818	train	276.0	986	0.9696	1.1824	1.1013	+0.2128	+0.1317	0.11398	0.00270	0.11128	0.04518	0.02187	0.01010
case_2021072905	train	205.5	508	0.9409	0.8896	0.8249	-0.0513	-0.1160	0.14366	0.00000	0.14366	0.06365	0.02750	0.00499
case_2021073016	train	334.1	962	0.9688	1.2350	1.1679	+0.2662	+0.1991	0.08575	0.00000	0.08575	0.04774	0.03219	0.30794
case_2021080522	train	185.7	700	0.9571	0.8606	0.8049	-0.0966	-0.1522	0.14711	0.00228	0.14483	0.05120	0.00783	0.00193
case_2021080614	train	221.9	643	0.9534	1.4054	1.3466	+0.4520	+0.3933	0.06380	0.00000	0.06380	0.04042	0.02962	0.02536
case_2021080718	train	144.6	662	0.9547	0.8011	0.7713	-0.1536	-0.1834	0.09803	0.00000	0.09803	0.05686	0.02698	0.00976
case_2021080815	train	182.2	681	0.9559	0.6595	0.6014	-0.2965	-0.3546	0.15190	0.00470	0.14720	0.05740	0.02410	0.00952
case_2021080916	train	155.7	681	0.9559	0.9960	0.9258	+0.0401	-0.0301	0.12385	0.00000	0.12385	0.04240	0.01452	0.02439
case_2021081117	train	176.6	823	0.9636	0.7935	0.7265	-0.1701	-0.2371	0.18381	0.00183	0.18199	0.06960	0.01721	0.00257
case_2021081221	train	237.8	1037	0.9711	1.0138	0.9630	+0.0427	-0.0081	0.08962	0.00000	0.08962	0.03270	0.01242	0.00350
case_2021081717	train	203.2	1089	0.9725	1.2105	1.1240	+0.2381	+0.1515	0.12133	0.00000	0.12133	0.05163	0.02619	0.01715
case_2021082122	train	252.1	986	0.9696	1.2664	1.1377	+0.2968	+0.1682	0.13788	0.00000	0.13788	0.03095	0.01120	0.00332
case_2021082220	train	250.6	914	0.9672	1.1295	1.0521	+0.1623	+0.0849	0.12726	0.00053	0.12673	0.05772	0.02794	0.00844
case_2021082322	train	229.3	1063	0.9718	1.6783	1.6091	+0.7066	+0.6373	0.05503	0.00000	0.05503	0.01164	0.00453	0.00351
case_2021082421	train	344.5	1172	0.9744	1.0240	1.0165	+0.0496	+0.0421	0.06728	0.00000	0.06727	0.06494	0.03701	0.39880
case_2021082515	train	237.0	625	0.9520	1.3793	1.3256	+0.4273	+0.3736	0.06980	0.00000	0.06980	0.03689	0.02150	0.01539
case_2021082621	train	182.9	1037	0.9711	0.7970	0.7373	-0.1740	-0.2338	0.19462	0.00652	0.18810	0.07816	0.01548	0.00421
case_2021082715	train	178.3	700	0.9571	1.1147	1.0717	+0.1576	+0.1146	0.11548	0.00038	0.11510	0.10673	0.07252	0.04761
case_2021082809	train	181.1	739	0.9594	0.7671	0.7621	-0.1923	-0.1973	0.12741	0.00209	0.12531	0.06878	0.00902	0.00095
case_2021082918	train	249.0	1063	0.9718	1.1466	1.0851	+0.1748	+0.1133	0.12228	0.00000	0.12228	0.06077	0.02643	0.00623
case_2021083118	train	78.3	1089	0.9725	1.0250	0.9567	+0.0525	-0.0157	0.13109	0.00028	0.13081	0.06010	0.02744	0.00008
case_2021090119	train	26.8	1144	0.9738	1.1283	1.0719	+0.1545	+0.0981	0.08615	0.00000	0.08615	0.04381	0.02576	0.06531
case_2021090322	train	158.6	1037	0.9711	1.1851	1.0334	+0.2141	+0.0623	0.16247	0.00000	0.16247	0.03246	0.01324	0.00133
case_2021090419	train	267.7	962	0.9688	1.0135	0.9634	+0.0447	-0.0054	0.13603	0.00200	0.13402	0.05749	0.01317	0.00140
case_2021090715	train	218.4	662	0.9547	1.6068	1.5409	+0.6521	+0.5863	0.06275	0.00000	0.06275	0.02497	0.01392	0.00390
case_2021091120	train	233.6	1037	0.9711	1.0799	1.0383	+0.1089	+0.0672	0.08011	0.00000	0.08011	0.04641	0.02594	0.00223
case_2021091217	train	291.3	739	0.9594	0.9550	0.9069	-0.0044	-0.0525	0.08789	0.00000	0.08789	0.04741	0.02878	0.01658
case_2021091318	train	128.1	2054	0.9854	0.7806	0.7348	-0.2048	-0.2506	0.07737	0.00000	0.07737	0.02761	0.01806	0.00145
case_2021091419	train	261.7	1011	0.9703	1.1246	1.0668	+0.1542	+0.0965	0.11651	0.00192	0.11460	0.04964	0.01642	0.00828
case_2021091621	train	183.2	1063	0.9718	0.8494	0.7924	-0.1224	-0.1794	0.15577	0.00493	0.15085	0.05804	0.01166	0.00612
case_2021091721	train	259.8	1037	0.9711	1.1191	1.0604	+0.1480	+0.0894	0.12069	0.00020	0.12049	0.04789	0.01277	0.00353
case_2021091821	train	146.6	1116	0.9731	0.9829	0.8578	+0.0098	-0.1153	0.19482	0.00000	0.19482	0.09349	0.05936	0.00516
case_2021092021	train	175.8	1063	0.9718	0.7671	0.6622	-0.2047	-0.3096	0.19701	0.00137	0.19564	0.04835	0.01448	0.00232
case_2021092118	train	332.2	1089	0.9725	1.0833	1.0019	+0.1108	+0.0295	0.10939	0.00000	0.10939	0.03709	0.01927	0.13385
case_2021092218	train	344.0	1351	0.9778	1.3120	1.2224	+0.3342	+0.2446	0.10844	0.00001	0.10843	0.03258	0.01153	0.36862
case_2021092501	train	262.0	823	0.9636	0.9919	0.9418	+0.0284	-0.0217	0.16030	0.00432	0.15598	0.07435	0.01870	0.00123
case_2021092620	train	217.3	1089	0.9725	0.8877	0.8541	-0.0847	-0.1183	0.08051	0.00000	0.08051	0.04302	0.02182	0.00433
case_2021092720	train	330.7	1089	0.9725	1.0505	0.9980	+0.0781	+0.0256	0.11325	0.00000	0.11325	0.07729	0.04714	0.28080
case_2021092821	train	94.0	937	0.9680	1.2105	1.1407	+0.2425	+0.1727	0.10354	0.00297	0.10058	0.04126	0.01777	0.00387
case_2021100220	train	238.0	1063	0.9718	1.2381	1.1787	+0.2663	+0.2070	0.08839	0.00000	0.08839	0.04613	0.02599	0.00590
case_2021100321	train	295.3	823	0.9636	0.9685	0.9341	+0.0049	-0.0295	0.11459	0.00000	0.11459	0.07674	0.03893	0.00282
case_2021100401	train	321.5	868	0.9654	1.4732	1.4312	+0.5078	+0.4658	0.06382	0.00000	0.06382	0.04539	0.02824	0.03553
case_2021100521	train	74.0	1063	0.9718	0.9848	0.9195	+0.0130	-0.0523	0.12798	0.00004	0.12794	0.09514	0.06649	0.00002
case_2021100616	train	76.7	1259	0.9762	1.4579	1.4569	+0.4818	+0.4807	0.05219	0.00009	0.05210	0.06347	0.03977	0.00918
