# per-record wind-aligned cone mask, bin/mask_cone.py, k=8 y_min=90 m
# asym = 1 - z_m/z_i with z_m = 30.0 m; removed_* are fractions of sum|f| over the raw raster
run_id	split	wdir_deg	zi_m	sigma_v	asym	integral_raw	integral_cone	err_raw	err_cone	removed_abs	removed_upwind	removed_near	negfrac_raw	negfrac_cone	kljun_removed	array_share
case_2022051916	train	227.4	719	0.8874	0.9583	1.2155	1.1631	+0.2572	+0.2048	0.07118	0.01618	0.00000	0.02949	0.01524	0.0000000	0.01247
case_2022052013	train	187.6	625	0.7222	0.9520	1.0786	1.0097	+0.1265	+0.0577	0.13447	0.00091	0.00075	0.04625	0.00923	0.0000000	0.01581
case_2022052117	train	235.3	1089	1.2518	0.9725	1.4290	1.3761	+0.4566	+0.4037	0.08565	0.01261	0.00000	0.04861	0.02460	0.0000000	0.00615
case_2022052421	train	103.9	1200	1.2488	0.9750	0.9179	0.8820	-0.0571	-0.0930	0.12295	0.00354	0.00061	0.11325	0.07627	0.0000000	0.00045
case_2022052515	train	98.4	1063	0.7569	0.9718	0.8207	0.7621	-0.1510	-0.2097	0.11723	0.00080	0.00265	0.05750	0.03456	0.0000000	0.00032
case_2022052623	train	199.8	760	0.7156	0.9605	0.7447	0.7103	-0.2158	-0.2502	0.12508	0.00900	0.00000	0.06423	0.02497	0.0000000	0.01333
case_2022052721	train	318.0	1089	1.0277	0.9725	1.1104	1.0436	+0.1379	+0.0712	0.09100	0.01320	0.00000	0.02658	0.01050	0.0000000	0.05009
case_2022052820	train	163.5	1037	1.1482	0.9711	0.8237	0.7319	-0.1474	-0.2392	0.21336	0.01332	0.00001	0.07817	0.02354	0.0000000	0.00165
case_2022052919	train	184.4	1037	1.1262	0.9711	0.6299	0.5877	-0.3412	-0.3834	0.18900	0.00049	0.00250	0.08897	0.02712	0.0000000	0.00134
case_2022053016	train	184.0	1089	1.3513	0.9725	1.1033	1.0110	+0.1308	+0.0385	0.14521	0.00018	0.00222	0.03986	0.00675	0.0000000	0.01750
case_2022053117	train	166.6	1011	0.9530	0.9703	0.8065	0.7541	-0.1638	-0.2162	0.17436	0.00829	0.00015	0.06963	0.01260	0.0000000	0.00610
case_2022060112	train	281.3	1200	0.6129	0.9750	0.7090	0.6545	-0.2660	-0.3205	0.14523	0.00713	0.00020	0.05761	0.02225	0.0000000	0.00017
case_2022060416	train	241.7	823	0.7888	0.9636	1.2358	1.1498	+0.2722	+0.1862	0.09820	0.00954	0.00000	0.02401	0.00890	0.0000000	0.01333
case_2022060521	train	196.0	1089	1.1216	0.9725	1.0881	0.9926	+0.1157	+0.0201	0.16565	0.00928	0.00001	0.06332	0.02259	0.0000000	0.00806
case_2022060620	train	269.2	937	1.0697	0.9680	1.0402	0.9705	+0.0722	+0.0025	0.12003	0.00000	0.00127	0.05173	0.02472	0.0000000	0.00309
case_2022060816	train	40.8	845	0.6533	0.9645	1.1294	1.1220	+0.1649	+0.1575	0.03652	0.00940	0.00000	0.04801	0.03396	0.0000000	0.01037
case_2022061017	train	237.0	1259	1.1461	0.9762	1.1732	1.1113	+0.1970	+0.1352	0.10019	0.01616	0.00000	0.03564	0.01113	0.0000000	0.00416
case_2022061116	train	205.5	823	0.8110	0.9636	0.8018	0.7483	-0.1617	-0.2152	0.11675	0.01616	0.00000	0.04230	0.01636	0.0000000	0.01822
case_2022061222	train	177.2	1089	0.7572	0.9725	0.6802	0.6367	-0.2922	-0.3358	0.22226	0.00024	0.00428	0.11659	0.03858	0.0000000	0.00219
case_2022061321	train	165.9	625	0.8579	0.9520	1.0793	1.0145	+0.1273	+0.0625	0.10265	0.00286	0.00006	0.03092	0.00862	0.0000000	0.02391
case_2022061420	train	201.7	1037	1.0966	0.9711	0.9395	0.8390	-0.0316	-0.1320	0.16904	0.02052	0.00000	0.04339	0.00924	0.0000000	0.00467
case_2022061603	train	254.7	556	0.5612	0.9461	0.8407	0.7977	-0.1053	-0.1483	0.15200	0.00801	0.00000	0.06227	0.01022	0.0000000	0.00107
case_2022061822	train	35.1	1144	1.2126	0.9738	0.9071	0.8797	-0.0667	-0.0940	0.09328	0.02270	0.00000	0.07608	0.04657	0.0000000	0.02613
case_2022061923	train	208.3	823	0.8746	0.9636	0.6935	0.6298	-0.2700	-0.3337	0.13305	0.01432	0.00000	0.03769	0.01572	0.0000000	0.00236
case_2022062018	train	226.7	1116	1.3618	0.9731	1.0987	1.0581	+0.1256	+0.0850	0.06470	0.01725	0.00000	0.03769	0.02399	0.0000000	0.01437
case_2022062116	train	218.8	868	1.2350	0.9654	1.2093	1.1432	+0.2439	+0.1778	0.07998	0.02184	0.00000	0.02280	0.00967	0.0000000	0.02240
case_2022062522	train	220.8	739	0.5224	0.9594	1.3102	1.3012	+0.3508	+0.3418	0.04775	0.00745	0.00000	0.03195	0.01184	0.0000000	0.00128
case_2022062616	train	258.5	1089	1.3860	0.9725	0.9710	0.8811	-0.0015	-0.0914	0.16443	0.00586	0.00085	0.05755	0.01951	0.0000000	0.00247
case_2022062916	train	288.3	1116	1.4235	0.9731	1.0353	0.9678	+0.0622	-0.0054	0.12594	0.00855	0.00014	0.04573	0.01419	0.0000000	0.00746
case_2022070120	train	256.3	1089	1.5196	0.9725	0.9891	0.9368	+0.0166	-0.0356	0.15032	0.00446	0.00195	0.08616	0.03870	0.0000000	0.00379
case_2022070416	train	178.4	607	0.9843	0.9506	0.8021	0.7383	-0.1485	-0.2123	0.16638	0.00004	0.00370	0.08515	0.04195	0.0000000	0.01425
case_2022070518	train	235.1	823	0.7925	0.9636	0.9724	0.9553	+0.0088	-0.0082	0.11365	0.02522	0.00000	0.07821	0.03248	0.0000000	0.00298
case_2022070621	train	46.1	1089	1.0409	0.9725	1.1809	1.1219	+0.2085	+0.1494	0.08429	0.01602	0.00000	0.08154	0.06585	0.0000000	0.00187
case_2022070721	train	46.4	1089	0.9946	0.9725	0.9466	0.9088	-0.0259	-0.0637	0.08759	0.01722	0.00000	0.04522	0.02145	0.0000000	0.00117
case_2022070816	train	33.9	700	0.6542	0.9571	0.9214	0.8718	-0.0357	-0.0853	0.09512	0.02626	0.00000	0.05789	0.03771	0.0000000	0.03101
case_2022071019	train	228.2	845	1.0883	0.9645	1.3598	1.3056	+0.3953	+0.3411	0.06881	0.01715	0.00000	0.02806	0.01340	0.0000000	0.01358
case_2022071116	train	249.6	643	0.6742	0.9534	1.0812	1.0278	+0.1278	+0.0744	0.13559	0.01324	0.00000	0.06135	0.01762	0.0000000	0.00479
case_2022071316	train	309.4	1116	1.2643	0.9731	1.1195	1.0668	+0.1464	+0.0937	0.09124	0.02373	0.00000	0.05016	0.02830	0.0000000	0.03668
case_2022071522	train	229.4	823	0.8190	0.9636	1.2365	1.2089	+0.2729	+0.2453	0.06984	0.01169	0.00000	0.04116	0.01772	0.0000000	0.00279
case_2022071617	train	72.9	700	0.8036	0.9571	0.7937	0.8284	-0.1635	-0.1288	0.06222	0.00152	0.00006	0.12726	0.08517	0.0000000	0.03207
case_2022071817	train	272.8	1063	1.3709	0.9718	1.1630	1.0755	+0.1912	+0.1037	0.13896	0.00030	0.00499	0.04360	0.00981	0.0000000	0.00591
case_2022071919	train	184.8	962	1.1905	0.9688	0.8154	0.7240	-0.1534	-0.2448	0.14687	0.00033	0.00148	0.03029	0.01117	0.0000000	0.01270
case_2022072017	train	263.9	914	1.1452	0.9672	0.7549	0.6996	-0.2122	-0.2675	0.15004	0.00046	0.00404	0.06372	0.02431	0.0000000	0.00351
case_2022072218	train	234.3	868	1.2405	0.9654	0.9805	0.9410	+0.0151	-0.0244	0.07985	0.01490	0.00000	0.03430	0.01428	0.0000000	0.01311
case_2022072317	train	202.5	914	1.3114	0.9672	1.1256	1.0758	+0.1584	+0.1086	0.08956	0.00778	0.00001	0.03467	0.01152	0.0000000	0.07171
case_2022072401	train	172.7	1657	0.6871	0.9819	0.9611	0.8909	-0.0208	-0.0910	0.12479	0.00119	0.00116	0.05228	0.02582	0.0000000	0.01086
case_2022072617	train	273.0	1089	1.4877	0.9725	1.1327	1.0541	+0.1602	+0.0817	0.10073	0.00015	0.00425	0.01974	0.00297	0.0000000	0.00833
case_2022072714	train	226.2	643	0.7162	0.9534	1.6956	1.6752	+0.7422	+0.7219	0.06133	0.01668	0.00000	0.04242	0.01838	0.0000000	0.00765
case_2022080116	train	273.7	1089	1.2768	0.9725	0.9243	0.8681	-0.0482	-0.1044	0.14295	0.00041	0.00398	0.06607	0.02451	0.0000000	0.00391
case_2022080220	train	188.3	937	1.3152	0.9680	1.0229	0.9123	+0.0549	-0.0557	0.12873	0.00187	0.00182	0.02401	0.01275	0.0000000	0.02703
case_2022080315	train	236.7	625	0.8846	0.9520	1.2514	1.1886	+0.2994	+0.2365	0.08678	0.01573	0.00000	0.04229	0.02397	0.0000000	0.01607
case_2022080414	train	45.6	662	0.7199	0.9547	1.2830	1.2788	+0.3283	+0.3241	0.04065	0.00885	0.00000	0.07193	0.05524	0.0000000	0.03836
case_2022080721	train	250.7	590	0.7010	0.9492	0.7069	0.6276	-0.2423	-0.3215	0.16827	0.02159	0.00000	0.04272	0.01187	0.0000000	0.00132
case_2022080820	train	291.7	891	0.8608	0.9663	1.0489	1.0093	+0.0826	+0.0429	0.11146	0.01653	0.00000	0.04940	0.01206	0.0000000	0.00397
case_2022080918	train	344.9	1063	1.3683	0.9718	1.2006	1.1034	+0.2288	+0.1316	0.14102	0.00877	0.00037	0.04703	0.01536	0.0000000	0.33171
case_2022081021	train	297.2	1063	1.0193	0.9718	1.1503	1.1423	+0.1785	+0.1705	0.10929	0.01845	0.00000	0.07097	0.02169	0.0000000	0.01472
case_2022081218	train	185.9	625	0.9547	0.9520	1.0646	1.0401	+0.1126	+0.0881	0.09177	0.00015	0.00053	0.05098	0.01700	0.0000000	0.04793
case_2022081321	train	215.7	891	0.7869	0.9663	1.3662	1.3058	+0.3999	+0.3395	0.08194	0.01364	0.00000	0.02956	0.01023	0.0000000	0.00484
case_2022081419	train	5.4	1063	0.8721	0.9718	1.2051	1.1070	+0.2333	+0.1352	0.12483	0.00075	0.00173	0.02616	0.00265	0.0000000	0.28648
case_2022081517	train	79.7	1089	1.3065	0.9725	1.0542	1.0396	+0.0817	+0.0671	0.10126	0.00202	0.00013	0.06941	0.02752	0.0000000	0.00006
case_2022081918	train	190.4	962	1.1553	0.9688	0.8761	0.8420	-0.0927	-0.1269	0.11526	0.00254	0.00108	0.05310	0.01460	0.0000000	0.03179
case_2022082006	train	208.8	914	0.5896	0.9672	1.3619	1.3269	+0.3947	+0.3598	0.08219	0.01315	0.00000	0.04148	0.01324	0.0000000	0.00998
case_2022082120	train	357.1	1063	1.2055	0.9718	1.0471	1.0105	+0.0754	+0.0387	0.13500	0.00004	0.00170	0.06379	0.01337	0.0000000	0.40469
case_2022082417	train	201.9	937	1.0185	0.9680	1.2514	1.1612	+0.2834	+0.1932	0.10537	0.00884	0.00000	0.02702	0.00944	0.0000000	0.02918
case_2022082519	train	309.9	1089	1.0153	0.9725	1.2054	1.1410	+0.2329	+0.1685	0.09537	0.01852	0.00000	0.03554	0.01400	0.0000000	0.03293
case_2022082620	train	329.0	1116	1.1777	0.9731	1.1047	1.0241	+0.1316	+0.0510	0.11333	0.01513	0.00000	0.03242	0.01115	0.0000000	0.11234
case_2022082719	train	101.5	1089	1.2201	0.9725	1.1238	1.0305	+0.1513	+0.0581	0.12051	0.00133	0.00149	0.04157	0.02203	0.0000000	0.00027
case_2022082814	train	175.4	573	0.8826	0.9476	0.9571	0.8670	+0.0095	-0.0807	0.17055	0.00028	0.00100	0.07025	0.03069	0.0000000	0.00931
case_2022082918	train	246.8	607	0.6939	0.9506	1.0338	0.8970	+0.0832	-0.0536	0.17219	0.02316	0.00000	0.03285	0.01035	0.0000000	0.00459
case_2022083017	train	295.8	1116	1.2121	0.9731	0.9203	0.8608	-0.0529	-0.1124	0.10089	0.02368	0.00000	0.03094	0.01204	0.0000000	0.00213
case_2022090122	train	206.5	1037	0.9302	0.9711	0.8342	0.7955	-0.1369	-0.1756	0.16302	0.02547	0.00000	0.08026	0.02175	0.0000000	0.00363
case_2022090218	train	198.6	1116	1.3344	0.9731	1.0211	0.9655	+0.0479	-0.0076	0.11495	0.00769	0.00000	0.04917	0.01834	0.0000000	0.01577
case_2022090315	train	283.1	625	0.6584	0.9520	0.6492	0.6177	-0.3028	-0.3343	0.13040	0.00558	0.00000	0.06103	0.01967	0.0000000	0.00055
case_2022090419	train	60.0	700	0.6782	0.9571	1.1856	1.1465	+0.2285	+0.1894	0.06746	0.00493	0.00000	0.08872	0.07350	0.0000000	0.00551
case_2022090520	train	47.8	1089	1.0606	0.9725	0.8812	0.8474	-0.0912	-0.1251	0.07590	0.01066	0.00000	0.07257	0.05523	0.0000000	0.00058
case_2022090621	train	312.9	1089	1.0543	0.9725	1.4260	1.3578	+0.4536	+0.3854	0.07604	0.01973	0.00000	0.02195	0.00735	0.0000000	0.04197
case_2022090722	train	338.9	1037	0.7901	0.9711	1.0977	0.9642	+0.1267	-0.0069	0.15336	0.02228	0.00000	0.03333	0.01585	0.0000000	0.21435
case_2022090822	train	200.0	1037	0.9549	0.9711	0.7241	0.6671	-0.2469	-0.3040	0.14884	0.01499	0.00000	0.04724	0.00998	0.0000000	0.00258
case_2022090919	train	195.3	962	1.1629	0.9688	0.8292	0.7665	-0.1396	-0.2023	0.14304	0.00482	0.00004	0.06906	0.03514	0.0000000	0.01744
case_2022091018	train	189.2	1089	1.1341	0.9725	0.9006	0.8177	-0.0718	-0.1547	0.14588	0.00119	0.00160	0.04196	0.01309	0.0000000	0.01125
case_2022091102	train	341.6	962	0.6173	0.9688	1.2884	1.2090	+0.3196	+0.2402	0.09576	0.00635	0.00000	0.02229	0.00426	0.0000000	0.29226
case_2022091221	train	332.3	739	0.6562	0.9594	1.1467	1.0956	+0.1873	+0.1362	0.11681	0.01495	0.00000	0.07073	0.03562	0.0000000	0.12666
case_2022091318	train	314.7	700	0.8726	0.9571	1.1926	1.1357	+0.2354	+0.1786	0.09205	0.03024	0.00000	0.05404	0.03224	0.0000000	0.06219
case_2022091420	train	206.7	937	0.9076	0.9680	1.1090	1.0023	+0.1410	+0.0343	0.13714	0.01632	0.00000	0.04859	0.02715	0.0000000	0.01622
case_2022091515	train	206.2	739	0.7948	0.9594	1.1657	1.1062	+0.2063	+0.1468	0.11188	0.01099	0.00000	0.06733	0.03769	0.0000000	0.03891
case_2022091619	train	176.1	1063	1.2303	0.9718	1.0998	1.0174	+0.1280	+0.0456	0.14479	0.00075	0.00120	0.04396	0.00669	0.0000000	0.00666
case_2022091718	train	196.8	625	0.8961	0.9520	0.7895	0.7384	-0.1625	-0.2136	0.13573	0.00722	0.00001	0.05761	0.02130	0.0000000	0.03374
case_2022091820	train	243.2	962	0.9395	0.9688	0.7674	0.7008	-0.2014	-0.2680	0.13483	0.02434	0.00000	0.03387	0.00796	0.0000000	0.00106
case_2022091919	train	330.6	845	0.9634	0.9645	1.1450	1.0640	+0.1805	+0.0995	0.12084	0.02374	0.00000	0.05540	0.03007	0.0000000	0.23886
case_2022092017	train	200.8	643	0.9050	0.9534	1.1105	1.0883	+0.1571	+0.1350	0.10093	0.01058	0.00000	0.07264	0.03416	0.0000000	0.05276
case_2022092118	train	281.3	1037	0.8082	0.9711	0.9785	0.9572	+0.0074	-0.0138	0.11646	0.00332	0.00140	0.08717	0.04290	0.0000000	0.01151
case_2022092319	train	198.2	1320	0.9754	0.9773	1.0950	1.0108	+0.1177	+0.0335	0.14023	0.00884	0.00000	0.04254	0.00887	0.0000000	0.00496
case_2022092411	train	217.8	914	0.7158	0.9672	1.0977	1.0645	+0.1306	+0.0974	0.08298	0.01457	0.00000	0.04345	0.01719	0.0000000	0.00055
case_2022092509	train	292.1	760	0.5492	0.9605	1.0249	0.9480	+0.0644	-0.0125	0.15192	0.01703	0.00000	0.04499	0.00371	0.0000000	0.00039
case_2022092617	train	286.3	1089	1.2438	0.9725	0.8423	0.7690	-0.1301	-0.2035	0.14659	0.01006	0.00000	0.04344	0.01162	0.0000000	0.00107
case_2022092817	train	0.2	1116	1.2556	0.9731	1.2071	1.1017	+0.2339	+0.1285	0.10674	0.00005	0.00037	0.01649	0.00598	0.0000000	0.30809
case_2022092922	train	169.4	739	0.6038	0.9594	0.8703	0.7567	-0.0891	-0.2027	0.19774	0.00630	0.00051	0.04584	0.00779	0.0000000	0.00014
case_2022093018	train	108.4	1089	1.1403	0.9725	0.9158	0.8597	-0.0567	-0.1127	0.12910	0.00863	0.00000	0.09242	0.06066	0.0000000	0.00008
case_2022100120	train	7.3	1063	0.9757	0.9718	0.9938	0.8927	+0.0220	-0.0791	0.16689	0.00238	0.00331	0.04435	0.00872	0.0000000	0.24684
case_2022100220	train	10.6	1259	1.1469	0.9762	1.1001	1.0059	+0.1239	+0.0297	0.14494	0.00329	0.00086	0.04340	0.01171	0.0000000	0.29156
case_2022100321	train	159.3	1011	0.7746	0.9703	0.7931	0.6994	-0.1773	-0.2709	0.18949	0.01860	0.00000	0.04973	0.01007	0.0000000	0.00207
case_2022100420	train	228.3	868	0.8944	0.9654	1.2598	1.2137	+0.2944	+0.2483	0.09669	0.02631	0.00000	0.05125	0.02139	0.0000000	0.00510
case_2022100617	train	310.4	891	1.0452	0.9663	1.2304	1.2225	+0.2641	+0.2562	0.07470	0.02300	0.00000	0.06147	0.02912	0.0000000	0.12957
case_2022100818	train	260.7	1200	1.2940	0.9750	1.0302	0.9347	+0.0552	-0.0404	0.13415	0.00272	0.00132	0.03419	0.01192	0.0000000	0.00303
case_2022101119	train	169.4	823	0.9704	0.9636	0.8683	0.8316	-0.0952	-0.1320	0.10778	0.00294	0.00007	0.04828	0.01514	0.0000000	0.02109
case_2022101216	train	260.6	845	0.8482	0.9645	0.8229	0.7966	-0.1416	-0.1679	0.14473	0.00295	0.00227	0.08409	0.02924	0.0000000	0.00164
case_2022101518	train	248.0	1144	1.2824	0.9738	0.8929	0.8356	-0.0809	-0.1381	0.15360	0.02327	0.00000	0.05924	0.01263	0.0000000	0.00183
case_2022101617	train	274.5	1089	1.0289	0.9725	0.9470	0.8569	-0.0254	-0.1156	0.16179	0.00041	0.00308	0.04673	0.01071	0.0000000	0.00068
case_2022101719	train	328.6	1351	1.1268	0.9778	1.1555	1.1011	+0.1777	+0.1233	0.11572	0.02151	0.00000	0.05560	0.02110	0.0000000	0.10827
case_2022101818	train	291.3	739	1.0677	0.9594	1.2180	1.1114	+0.2586	+0.1520	0.12494	0.01589	0.00000	0.03052	0.01041	0.0000000	0.00647
case_2022101918	train	293.2	1144	1.3088	0.9738	1.1084	1.0530	+0.1347	+0.0792	0.12760	0.01607	0.00000	0.06879	0.03044	0.0000000	0.01629
case_2022102020	train	273.0	1089	0.8904	0.9725	0.6957	0.6351	-0.2768	-0.3374	0.16062	0.00091	0.00473	0.05224	0.01302	0.0000000	0.00173
case_2022102120	train	207.2	823	0.8103	0.9636	0.9797	0.8930	+0.0161	-0.0706	0.14366	0.02157	0.00000	0.03799	0.00824	0.0000000	0.00238
case_2022102218	train	159.8	662	0.9362	0.9547	0.9594	0.8304	+0.0047	-0.1243	0.19888	0.01779	0.00000	0.06546	0.03052	0.0000000	0.00936
case_2022102321	train	135.7	1063	0.9766	0.9718	0.8433	0.7880	-0.1285	-0.1838	0.10269	0.02312	0.00000	0.02744	0.00792	0.0000000	0.00000
case_2022102416	train	169.8	643	0.8893	0.9534	0.6461	0.5623	-0.3073	-0.3911	0.18933	0.00585	0.00001	0.06887	0.03721	0.0000000	0.00322
case_2022102516	train	230.0	662	0.7909	0.9547	1.6919	1.5679	+0.7372	+0.6133	0.08945	0.02477	0.00000	0.02554	0.01710	0.0000000	0.01901
case_2022102600	train	306.6	1063	0.5796	0.9718	1.0955	0.9232	+0.1237	-0.0486	0.17679	0.02499	0.00000	0.02223	0.01091	0.0000000	0.00226
case_2022102717	train	91.2	823	0.7557	0.9636	1.1579	1.1312	+0.1944	+0.1676	0.04800	0.00000	0.00022	0.04749	0.03564	0.0000000	0.01192
case_2022102821	train	205.5	760	0.5145	0.9605	1.0125	0.9674	+0.0520	+0.0069	0.11287	0.01157	0.00000	0.04332	0.00816	0.0000000	0.00605
case_2022102921	train	170.8	1229	0.6466	0.9756	1.1055	0.9969	+0.1299	+0.0213	0.14619	0.00277	0.00008	0.03341	0.00720	0.0000000	0.00203
case_2022103019	train	173.8	845	0.6810	0.9645	1.0260	0.9613	+0.0615	-0.0032	0.12310	0.00018	0.00020	0.08739	0.05916	0.0000000	0.02282
case_2022110121	train	265.0	700	0.7302	0.9571	0.9478	0.9071	-0.0094	-0.0501	0.13249	0.00071	0.00482	0.05357	0.00749	0.0000000	0.00024
case_2022110216	train	176.5	914	0.8221	0.9672	0.8782	0.8076	-0.0889	-0.1596	0.12178	0.00049	0.00054	0.03483	0.01294	0.0000000	0.01477
case_2022110320	train	164.9	845	0.9952	0.9645	1.0179	0.8930	+0.0534	-0.0715	0.18115	0.00948	0.00000	0.04185	0.00911	0.0000000	0.00177
case_2022110415	train	192.0	868	0.6631	0.9654	0.7444	0.7290	-0.2210	-0.2364	0.17348	0.00461	0.00001	0.10185	0.02823	0.0000000	0.00053
case_2022110518	train	163.6	1037	1.0030	0.9711	0.8464	0.7545	-0.1247	-0.2165	0.19958	0.01457	0.00000	0.06713	0.01786	0.0000000	0.00138
case_2022110618	train	238.5	823	0.7660	0.9636	1.4812	1.3907	+0.5176	+0.4271	0.08663	0.01132	0.00000	0.02340	0.01009	0.0000000	0.00910
case_2022110721	train	333.0	845	0.7057	0.9645	1.2151	1.1369	+0.2506	+0.1724	0.12697	0.02543	0.00000	0.03676	0.00354	0.0000000	0.12657
case_2022110819	train	118.7	914	0.8102	0.9672	0.7502	0.6824	-0.2170	-0.2848	0.13143	0.02890	0.00000	0.03882	0.01702	0.0000000	0.00000
case_2022110916	train	189.6	781	0.5387	0.9616	0.7134	0.6393	-0.2482	-0.3223	0.21519	0.00332	0.00000	0.07084	0.00998	0.0000000	0.00022
case_2022111118	train	261.8	1089	0.9657	0.9725	1.1074	1.0097	+0.1350	+0.0373	0.14164	0.00260	0.00228	0.03630	0.00744	0.0000000	0.00347
case_2022111203	train	310.4	845	0.7145	0.9645	1.0510	0.9897	+0.0865	+0.0252	0.12335	0.02806	0.00000	0.04564	0.01192	0.0000000	0.01458
case_2022111319	train	273.2	1172	1.2141	0.9744	1.0171	0.9151	+0.0427	-0.0593	0.13791	0.00024	0.00490	0.02453	0.00375	0.0000000	0.00304
case_2022111403	train	155.8	462	0.6771	0.9351	1.0190	0.8412	+0.0839	-0.0939	0.25538	0.04519	0.00000	0.07015	0.02344	0.0000000	0.00069
case_2022111517	train	62.2	700	0.4537	0.9571	0.9329	0.9110	-0.0242	-0.0461	0.07174	0.00935	0.00000	0.07580	0.05373	0.0000000	0.00001
case_2022111614	train	349.7	643	0.5544	0.9534	0.9876	0.9619	+0.0342	+0.0086	0.14269	0.00242	0.00024	0.08145	0.02446	0.0000000	0.32172
case_2022111717	train	231.2	247	0.7060	0.8786	1.2628	1.1814	+0.3842	+0.3027	0.08724	0.01280	0.00000	0.01560	0.00354	0.0000000	0.00164
case_2022111817	train	268.4	419	0.7296	0.9284	0.7917	0.7195	-0.1367	-0.2089	0.16000	0.00022	0.00713	0.05383	0.01729	0.0000000	0.00028
case_2022112017	train	236.6	781	0.8076	0.9616	1.1010	0.9996	+0.1394	+0.0381	0.11410	0.02496	0.00000	0.02626	0.01448	0.0000000	0.00807
case_2022112121	train	261.9	643	0.6573	0.9534	0.9844	0.9151	+0.0310	-0.0382	0.13548	0.00274	0.00097	0.04005	0.00540	0.0000000	0.00024
case_2022112219	train	255.6	823	0.7986	0.9636	1.1217	1.0649	+0.1581	+0.1014	0.11900	0.00638	0.00000	0.07358	0.04047	0.0000000	0.02063
case_2022112319	train	210.7	781	0.8116	0.9616	0.7564	0.7069	-0.2051	-0.2547	0.11975	0.01826	0.00000	0.07060	0.04413	0.0000000	0.00472
case_2022112418	train	199.6	643	0.7534	0.9534	0.8262	0.7533	-0.1272	-0.2001	0.15776	0.01310	0.00000	0.06780	0.03214	0.0000000	0.00871
case_2022112518	train	289.0	891	0.7700	0.9663	0.8913	0.8470	-0.0750	-0.1193	0.13816	0.01314	0.00000	0.07046	0.02638	0.0000000	0.00373
case_2022112618	train	188.7	937	0.9196	0.9680	1.0552	0.9692	+0.0872	+0.0012	0.14612	0.00149	0.00196	0.05389	0.02014	0.0000000	0.02296
case_2022112720	train	310.1	662	0.7157	0.9547	1.2280	1.1337	+0.2734	+0.1791	0.11814	0.02892	0.00000	0.04077	0.01924	0.0000000	0.00735
case_2022112815	train	182.0	681	0.5387	0.9559	0.8694	0.8498	-0.0866	-0.1061	0.13701	0.00016	0.00314	0.07396	0.01742	0.0000000	-0.00055
case_2022112907	train	193.7	643	0.5640	0.9534	1.0342	0.9726	+0.0808	+0.0192	0.17156	0.00490	0.00000	0.07993	0.02315	0.0000000	0.00654
case_2022113003	train	249.5	781	0.7624	0.9616	0.9481	0.8571	-0.0135	-0.1045	0.17267	0.02748	0.00000	0.05868	0.01776	0.0000000	0.00046
case_2022120119	train	182.4	781	0.9863	0.9616	0.9313	0.9175	-0.0303	-0.0441	0.14540	0.00011	0.00260	0.08452	0.02102	0.0000000	0.01349
case_2022120217	train	169.0	823	0.7794	0.9636	0.8093	0.7212	-0.1543	-0.2423	0.17732	0.00678	0.00000	0.04605	0.00823	0.0000000	0.00022
case_2022120319	train	257.0	681	1.0783	0.9559	0.9181	0.8830	-0.0378	-0.0729	0.12701	0.00416	0.00153	0.06530	0.02106	0.0000000	0.00672
case_2022120418	train	246.4	760	0.9076	0.9605	1.0764	1.0106	+0.1159	+0.0501	0.09430	0.01459	0.00000	0.02589	0.00852	0.0000000	0.01685
case_2022120517	train	253.2	802	0.6612	0.9626	0.8252	0.7929	-0.1374	-0.1697	0.11548	0.01132	0.00000	0.05357	0.01501	0.0000000	0.00239
case_2022120617	train	140.3	681	0.7231	0.9559	1.1578	1.1221	+0.2019	+0.1661	0.10071	0.03657	0.00000	0.04864	0.01360	0.0000000	0.01606
case_2022120723	train	275.0	868	0.7090	0.9654	0.7960	0.7090	-0.1694	-0.2565	0.18006	0.00070	0.00807	0.05183	0.01318	0.0000000	0.00310
case_2022120819	train	0.7	1037	0.6971	0.9711	0.8657	0.7918	-0.1054	-0.1793	0.13273	0.00067	0.00433	0.02939	0.00372	0.0000000	0.28504
case_2022120905	train	82.1	681	0.5166	0.9559	0.9274	0.8870	-0.0285	-0.0689	0.11803	0.00139	0.00009	0.08289	0.04769	0.0000000	-0.00008
case_2022121018	train	177.0	719	0.4955	0.9583	1.3239	1.2850	+0.3656	+0.3267	0.09632	0.00007	0.00155	0.03943	0.00532	0.0000000	0.00419
case_2022121117	train	348.4	845	0.6160	0.9645	0.7904	0.7378	-0.1741	-0.2267	0.11668	0.00279	0.00007	0.03686	0.01058	0.0000000	0.26848
case_2022121219	train	124.2	1259	0.6995	0.9762	0.6899	0.6870	-0.2863	-0.2892	0.16638	0.03303	0.00000	0.11921	0.04510	0.0000000	0.00000
case_2022121314	train	120.8	914	0.7135	0.9672	0.6765	0.6084	-0.2907	-0.3588	0.17181	0.03152	0.00000	0.05033	0.01167	0.0000000	0.00000
case_2022121505	train	88.1	760	0.5630	0.9605	0.8980	0.8530	-0.0625	-0.1075	0.09661	0.00017	0.00098	0.06457	0.04216	0.0000000	-0.00059
case_2022121618	train	211.1	462	0.6905	0.9351	0.8678	0.7819	-0.0673	-0.1532	0.15251	0.03137	0.00000	0.03576	0.00649	0.0000000	0.00022
